"","countries","GEF6","GEF7","type","needs","OECD","gdpconstant2010us","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","MaxDomExp","LastDomExp","dom_exp","ln_domexp...12","gaps","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","countrycode","accesstocleanfuelsandtechnologie","adjustednetenrollmentrateprimary","adjustednetsavingsincludingparti","adjustedsavingscarbondioxidedama","adjustedsavingsenergydepletionof","adjustedsavingsmineraldepletiono","adjustedsavingsnaturalresourcesd","adjustedsavingsnetforestdepletio","adjustedsavingsnetnationalsaving","renewableelectricityoutputoftota","terrestrialandmarineprotectedare","terrestrialprotectedareasoftotal","totalfisheriesproductionmetricto","totalnaturalresourcesrentsofgdp","agriculturallandoflandarea","agriculturalmethaneemissionsofto","agriculturalnitrousoxideemission","agricultureforestryandfishingval","alternativeandnuclearenergyoftot","birdspeciesthreatened","capturefisheriesproductionmetric","CO2_Ems","coalrentsofgdp","droughtsfloodsextremetemperature","fertilizerconsumptionkilogramspe","fishspeciesthreatened","forestrentsofgdp","GDPgrowth","gdpperunitofenergyusepppperkgofo","mammalspeciesthreatened","mineralrentsofgdp","nitrousoxideemissionsinenergysec","oilrentsofgdp","permanentcroplandoflandarea","plantspecieshigherthreatened","Pollution_Expo","povertyheadcountratioatnationalp","refugeepopulationbycountryorterr","urbanpopulationgrowthannual","controlofcorruptionestimate","governmenteffectivenessestimate","politicalstabilityandabsenceofvi","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","populationtotal","cbd_region","dev","broad_region","biofin","ln_needs","ln_domexp...80","ln_Avail_resources","ThSpecies_Biofin","average_crs","ln_averagecrs","domexp_thousand","lndomexp_thousand","new_avgcrs","ln_newavgcrs","average_agriculture_land","average_agriffvaluegdp","average_aquaculture_productionme","average_arable_land","average_co2emmkt","average_forestarealandarea","average_forestareasqkm","average_gnipercapita","landareasqkm","average_permanentcropland","average_population_density","average_renewable_energy_conspto","_merge","id","Threatened_Species","lnGDP","ln_renewable_output","Aid_GDP","lnAid_GDP","ln_AgriFF","newneeds","GDP_CO2","ln_CO2_Ems","Gov","lnpop","agri_pop","ln_average_co2emmkt","GDP_averageco2emskt","yhat_extrapdomexp","extrapolate_domexp","manual_extrapdomexp","lnmanual_extrapdomexp","yhat_method1","extrap_needs_method1","yhat_method2","extrap_needsII","ln_newneeds","pc1","pc2","pc3","pc4","pca","Needs_prob","Index_dcq","new_domexp","ln_newdomexp","new_domexp_max","ln_newdomexp_max","new_domexp_last","ln_newdomexp_last","new_needs","constant","ln_gef6","ln_gef7"
"178","Senegal",11302772.08,NA,"Least_dev",NA,0,1.8e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEN",31.8227,71.9337,7.66035,1.20906,0.004992,0.805532,0.810524,0,4.9287,10.2666,14.548,25.3052,435444,3.63161,46.5637,64.4403,87.8333,2.5e+09,0.501216,19,434895,0.191066,0,0.59767,8.68461,58,2.30527,4.59196,9.78466,19,1.30816,2.82129,0,0.320139,14,65.7909,46.7,18339.3,3.69829,0.000172,-0.373925,-0.134468,-0.155091,-0.136347,0.300381,2.80101,1.5e+07,NA,0,"Africa",0,NA,NA,NA,0,647.03,6.472393,NA,NA,6.47e+08,20.2879,89649.1,14.1573,548.972,17.1572,6766.02,43.801,84330,1312.49,192530,0.320139,70.0494,45.6209,"matched (3)",169,38,23.61364,2.328896,0.0359461,-3.325735,21.63956,NA,4.511763,-1.655136,-0.3260324,16.52356,246.0219,8.819669,208.2645,17.14275,27900000,27900000,17.14275,17.54759,41800000,18.07464,70700000,NA,-0.7989964,-0.2364423,0.0730842,-0.524743,36.5129,0,17,NA,NA,NA,NA,NA,NA,NA,1,16.2405585704115,NA
"179","Serbia",3361231.75,NA,"Trans_Countries",NA,0,4.3e+10,NA,NA,NA,13195,13121,11698,16.2749284449851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRB",69.5782,97.6653,-3.13261,2.8084,0.318717,0.225249,0.557833,0.013867,-3.19848,27.7642,6.45862,6.45874,10768.6,1.80484,40.1742,0,0,2.8e+09,4.21,13,3727.73,0.514128,0.67629,0.010661,180.822,15,0.313183,2.60944,6.10325,6,0.411425,0,0.322613,2.15995,6,8.70481,25.56,63584.9,-0.180374,-0.31237,0.115257,0.146505,0.073869,-0.15297,0.152071,-0.514789,7100000,NA,2,"Europe",0,NA,9.367173,NA,0,426.225,6.054967,11700000,16.27493,4.26e+08,19.87048,35136.4,6.8395,7040.91,29.8605,47392.3,30.5578,26725.8,5764.4,87460,2.15995,82.3587,18.8952,"matched (3)",170,19,24.48447,3.323747,0.0099122,-4.613989,21.75289,NA,12.58815,-0.665283,-0.0315176,15.77561,0,10.76622,263.605,17.07928,26100000,11700000,16.27493,16.58241,15900000,14.97083,3175028,NA,1.699259,-0.0987386,-0.3093466,-0.9279203,19.36325,0,9,11698000,16.2749284449851,13195000,16.3953485279196,13121000,16.3897245580879,NA,1,15.0278180570228,NA
"180","Seychelles",14260203.59,NA,"Developing",NA,0,1.1e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYC",88.2464,NA,NA,1.20351,0,0,0,0,3.55926,0.649295,0.051368,42.096,83872.7,0.135336,4.8419,14.4032,22.6882,2.5e+07,NA,13,83749,0.292907,0,0.078021,274.823,24,0.135336,4.58473,7.14892,6,0,21.2426,0,3.6996,61,0,39.3,2,1.90655,0.696307,0.414139,0.654723,-0.201914,0.156161,0.118545,1.46023,94412,NA,1,"Africa",1,NA,NA,NA,19,8.93084,2.18951,NA,NA,8930840,16.00502,22.2727,2.34001,123.745,1.14229,523.974,88.413,406.7,10200.2,460,3.6996,195.888,0.782717,"matched (3)",171,19,20.81858,-0.4318682,0.0081189,-4.813555,17.03439,3097384,6.097907,-1.2279,0.8073043,11.45542,33.12999,6.261441,130.3543,15.16349,3849633,3849633,15.16349,15.53384,5575235,16.08574,9681614,NA,-1.142257,1.50433,-2.057457,-1.511126,15.79349,0,6,NA,NA,NA,NA,NA,NA,NA,1,16.4729832498471,NA
"181","Sierra Leone",6049791.38,NA,"Least_dev",NA,0,3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLE",0.622727,96.5228,-11.3332,0.75327,0,1.75057,10.911,9.16044,-0.62443,60.7171,3.29706,9.38755,191106,19.3455,53.839,54.3949,78.9574,1.4e+09,NA,16,191040,0.103523,0,0.247016,NA,57,9.79843,5.10616,NA,22,9.54703,3.95045,0,2.14111,72,0,52.9,6199.85,3.33921,-0.723564,-1.1966,-0.086453,-0.890442,-0.820713,-0.225936,2.16877,7300000,NA,0,"Africa",0,NA,NA,NA,0,235.533,5.46185,NA,NA,2.36e+08,19.27736,38861,53.8694,66.3636,21.2186,871.931,39.6957,28652.4,440.938,72180,2.14111,93.1828,80.8501,"matched (3)",172,38,21.82188,4.106225,0.0785109,-2.544518,21.05974,NA,2.259066,-2.267962,-1.695077,15.80338,171.2404,6.77071,147.7496,15.85236,7666416,7666416,15.85236,16.3302,12400000,16.39002,13100000,NA,-1.75144,-1.179171,0.1459432,-0.4490419,34.76629,0,17,NA,NA,NA,NA,NA,NA,NA,1,15.6155343467679,NA
"182","Singapore",NA,NA,"Developing",NA,0,2.6e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGP",100,99.9412,37.2917,0.514862,0,0,0,0,35.1318,1.39715,2.47093,5.57637,7030.01,0.000452,1.00883,1.35285,1.72328,9.1e+07,0.187371,22,1933.18,0.119375,0,NA,14019.5,29,0.000452,5.12796,14.6857,14,0,4.88215,0,0.142219,62,0,NA,5.22222,2.14637,2.11206,2.21537,1.42389,2.18424,1.82625,-0.127882,0.868111,5600000,NA,1,"Asia",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.09091,0.036391,5096.83,0.866614,43564.4,23.2527,163.5,47445.2,704.077,0.142219,7387.55,0.535811,"matched (3)",173,36,26.28395,0.3344345,NA,NA,18.32637,NA,3.137646,-2.125485,4.517107,15.53828,1.495998,10.68199,280.765,9.332924,11304.13,11304.13,9.332924,10.16415,25955.82,10.7131,44940.59,NA,-0.1394522,6.648531,4.090989,4.302993,50.90306,0,20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"183","Slovak Republic",NA,NA,"Developed_Countries",562884,1,9.5e+10,0,1254,0,71205,71205,52519,17.776685566852,498655,64230,498655,1,1,0,0,0,2,0,0,0,0,1,"SVK",96.5727,NA,4.36038,0.969625,0.066916,0.010753,0.080989,0.003321,1.74276,19.44,37.5148,37.5136,3037.5,0.366278,39.8784,34.5432,37.56,3e+09,26.1273,12,1853,0.270901,0.02407,0.044927,98.8736,5,0.247888,3.67818,7.90517,4,0.022678,11.7848,0.057335,0.450854,25,0,12.0125,620,-0.153108,0.231289,0.823229,0.859012,0.840422,0.549384,0.939996,0.123819,5400000,NA,3,"Europe",0,13.24083,10.86893,11.07023,0,NA,NA,52500000,17.77669,NA,NA,19177.5,3.32338,1184.5,28.5683,34992.6,40.3019,19381.1,16912.1,48088.2,0.450854,112.427,9.98686,"matched (3)",174,16,25.27714,2.967333,NA,NA,21.82188,5.63e+08,6.847603,-1.306002,1.530294,15.50191,4.650642,10.46289,264.472,18.71878,1.35e+08,52500000,17.77669,17.97609,64100000,17.29272,32400000,20.1485841257986,0.2893015,0.8441441,0.285594,-0.4613532,16.95769,1,7,52519000,17.776685566852,71205000,18.0810735986357,71205000,18.0810735986357,562884000,1,NA,NA
"184","Slovenia",28823.75,NA,"Developed_Countries",10287.7,1,4.9e+10,NA,333.5,0.65,17469,9289,13057,16.3848349463902,1213,9075,1213,1,2,1,1,0,3,0,0,1,0,0,"SVN",94.9282,98.0185,9.04903,0.808781,0.023152,0,0.025625,0.002473,5.01369,28.4818,55.0795,53.6286,2062.62,0.258077,29.5518,36.6601,72.4577,9.1e+08,25.9213,10,722.184,0.263774,0.087638,0,270.705,33,0.169494,1.83671,8.2948,6,0,12.0004,0.000153,2.36414,7,0,13.1333,328.462,0.689418,0.801356,1.08027,0.938745,0.640244,1.02815,0.989813,0.071901,2100000,NA,3,"Europe",0,9.238705,9.477079,9.113278,0,NA,NA,13100000,16.38483,NA,NA,5952.69,1.85061,1340.44,9.07184,15255.1,61.8898,12466.5,23393.6,20143,2.36414,101.692,18.4365,"matched (3)",175,16,24.61509,3.349265,NA,NA,20.62896,10300000,6.49282,-1.332663,2.087116,14.55745,5.209781,9.632671,237.109,18.70303,1.33e+08,13100000,16.38483,16.66298,17200000,16.25274,11400000,16.1464595648477,-0.097112,1.489331,-0.3790966,-0.8374741,16.17565,1,7,13057000,16.3848349463902,17469000,16.6759384394874,9289000,16.0443414623697,10287700,1,10.2689549790625,NA
"185","Solomon Islands",7066251.44,NA,"Least_dev",NA,0,7.8e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLB",7.87364,73.4896,-13.2898,0.692783,0,1.91709,20.2193,18.3022,-5.24509,0.459019,0.155307,2.21018,51674.2,21.8306,3.70262,96.9426,99.2895,NA,NA,24,44811.6,0.189473,0,0.090344,NA,24,19.6488,4.56779,13.2436,19,2.18183,0.174918,0,2.75098,16,0,12.7,3,4.73341,-0.171321,-1.02753,0.427324,-0.924744,-0.349156,0.400418,2.66768,619706,NA,0,"Asia",0,NA,NA,NA,0,217.41,5.381785,NA,NA,2.17e+08,19.1973,1036.36,35.0329,6862.6,0.665822,191.499,78.8639,22074,940.672,27990,2.75098,20.0266,63.92,"matched (3)",176,43,20.4748,-0.7786636,0.278731,-1.277508,NA,NA,3.879423,-1.663509,-0.9398036,13.337,264.8726,5.254882,107.5927,14.47639,1936491,1936491,14.47639,15.07061,3508181,15.91699,8178232,NA,-2.05882,0.3364613,-2.206099,-1.162907,37.90863,0,18,NA,NA,NA,NA,NA,NA,NA,1,15.7708406907572,NA
"186","Somalia",27929.59,NA,"Least_dev",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOM",1.59273,NA,NA,0.277456,0,0,7.92643,7.92643,NA,0,0.827284,0.83,30000,14.0801,70.3016,78.4763,91.1311,NA,NA,21,30000,NA,0,4.60369,NA,31,14.0801,NA,NA,16,0,4.97461,0,0.042459,49,14.6069,NA,5205.92,4.43222,-1.70654,-2.23508,-2.77965,-2.35877,-2.38526,-1.96779,2.78686,1.3e+07,NA,0,"Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441030,NA,NA,1.71576,605.055,10.6325,66702,NA,627340,0.042459,20.3744,93.7547,"using only (2)",177,37,NA,NA,NA,NA,NA,NA,NA,NA,-5.152836,16.36352,253.9696,6.405319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,10.2374419792754,NA
"187","South Africa",19676569.76,6329600,"Developing",1300000,0,3.9e+11,NA,NA,NA,1100000,904328,978390,20.7014189215164,NA,913849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZAF",77.79,91.5532,0.83223,3.87215,1.72749,2.01165,3.83963,0.100483,3.35087,0.961909,11.1688,10.0421,609676,6.91549,79.837,30.4643,61.6114,9.2e+09,2.45278,54,603496,0.784176,3.0224,1.80565,59.3905,121,0.66744,2.25239,4.36138,30,3.13035,11.359,0.052539,0.330486,153,14.4512,56.9333,70247.6,2.27972,0.007721,0.313665,-0.211021,0.236793,0.04938,0.645668,1.46847,5.6e+07,NA,1,"Africa",1,14.11067,13.79366,13.72542,84,898.168,6.800357,9.78e+08,20.70142,8.98e+08,20.61587,968495,2.36138,6180.53,10.3212,475995,7.61774,92410,7214.01,1200000,0.330486,43.66,16.4266,"matched (3)",178,84,26.68941,-0.0388354,0.002303,-6.073545,22.94247,1.34e+09,20.9292,-0.2431218,0.2378267,17.84086,90.47449,13.07316,348.915,20.32531,6.72e+08,9.78e+08,20.70142,21.25953,1.71e+09,20.52136,8.17e+08,20.9856301014139,4.498788,-1.098531,0.8056456,-1.331342,86.87456,1,23,978390000,20.7014189215164,1.1e+09,20.8185760167507,904328000,20.6227026844073,1.3e+09,1,16.7949391335832,15.6607476009705
"188","South Sudan",2683976,NA,"Least_dev",8e+06,0,1.1e+10,0,NA,NA,255349,37343,160652,18.8947510928729,4700000,3300000,4700000,NA,1,0,1,0,3,2e+05,0,0,0,0,"SSD",0.586364,36.5281,NA,0.310581,7.12387,0,7.12387,0,NA,0.188906,15.5015,15.501,36620,26.3986,NA,NA,NA,7.7e+08,0.025558,21,36600,0.063743,0,NA,NA,0,3.45571,-5.70738,33.2192,14,0,NA,22.9429,NA,17,99.9897,60.74,235770,3.92373,-1.6866,-2.30354,-2.46652,-1.84368,-1.90095,-1.76027,1.16462,1.1e+07,NA,0,"Africa",0,15.89495,11.987,15.00943,0,1172.52,7.066909,1.61e+08,18.89475,1.17e+09,20.88242,285332,7.80042,20,NA,1425.24,NA,71570,NA,NA,NA,NA,32.2006,"matched (3)",179,35,23.12116,-1.666506,0.1065926,-2.238742,20.4619,8e+09,1.473812,-2.752896,-4.581429,16.21341,NA,7.262096,167.9081,NA,NA,1.61e+08,18.89475,19.17736,2.13e+08,20.38809,7.15e+08,22.8027073786262,NA,NA,NA,NA,NA,1,NA,160652000,18.8947510928729,255349000,19.3581417948568,37343000,17.4356560356465,8e+09,1,14.8028098351559,NA
"189","Spain",NA,NA,"Developed_Countries",NA,1,1.4e+12,NA,NA,NA,3143545,1361797,2100000,21.4652031816758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESP",100,99.3902,7.58856,0.513236,0.001954,0.017903,0.019857,0,4.05422,28.9337,15.0479,28.0504,1200000,0.070363,54.6632,56.2188,65.3605,3.5e+10,17.2775,19,954078,0.194427,0.009069,0.729194,133.62,83,0.02543,1.04824,11.8462,17,0.031737,11.2901,0.003816,9.61971,247,0,NA,7651.92,0.821484,0.566929,1.09711,0.28908,0.890973,0.962094,1.03414,0.04444,4.7e+07,NA,3,"Europe",0,NA,14.54046,NA,0,NA,NA,2.06e+09,21.44822,NA,NA,273076,2.42644,269002,24.911,289227,36.3044,181369,30563.5,499571,9.61971,92.5987,13.4901,"matched (3)",180,36,27.96749,3.365007,NA,NA,24.27861,NA,5.437636,-1.637699,1.805715,17.66566,2.904621,12.57497,351.6903,21.01952,1.34e+09,2.06e+09,21.44822,21.59409,2.39e+09,20.63645,9.17e+08,NA,0.4055245,1.065527,1.22018,-0.0416212,38.64961,0,18,2.1e+09,21.4652031816758,3143545000,21.8686169809386,1361797000,21.0320709880441,NA,1,NA,NA
"190","Sri Lanka",7891216.77,NA,"Developing",NA,0,6.5e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LKA",22.7055,96.571,22.1412,0.701434,0,0.001658,0.094173,0.092515,21.5076,44.0659,3.37869,29.8613,434271,0.149713,41.9463,66.004,64.6049,5.1e+09,3.38767,16,417014,0.082236,0,2.16003,249.795,57,0.144009,5.69224,17.6804,30,0.005704,13.1766,0,15.6492,297,2.71362,8.725,388.385,0.866289,-0.357228,-0.072981,-0.099696,-0.107622,0.011919,-0.22,1.02732,2.1e+07,NA,1,"Asia",1,NA,NA,NA,46,646.053,6.470881,NA,NA,6.46e+08,20.28639,26304.5,9.41117,17257.4,19.2807,14225.5,33.3779,20931.3,3091.07,62710,15.6492,327.982,59.9567,"matched (3)",181,46,24.89765,3.785686,0.0099393,-4.611261,22.35251,2.7e+07,2.047483,-2.498162,-0.2446327,16.86003,66.3699,9.562793,238.0911,17.57366,42900000,42900000,17.57366,18.01579,66700000,17.42703,3.7e+07,NA,-1.146331,0.2976092,0.7095535,0.2143853,46.07522,1,19,NA,NA,NA,NA,NA,NA,NA,1,15.8812608976619,NA
"191","Sudan",4670092.59,NA,"Least_dev",8935.67,0,6.7e+10,0,NA,NA,13220,5568.60196167883,7527,15.8340071140167,4488.83,4446.5,4488.83,1,1,1,1,0,3,1272,4224,NA,NA,NA,"SDN",31.1509,58.0569,-4.86955,0.657387,6.29315,1.41175,4.94276,0.571373,5.20666,58.858,2.75328,2.28118,54443.1,11.8694,NA,88.1747,90.7317,1.8e+10,2.18234,26,52038.6,0.105717,0,2.76542,4.44772,32,0.745103,4.09966,9.08053,16,1.59135,0.707853,9.53296,NA,17,100,46.5,339262,2.7418,-1.47929,-1.51524,-2.1351,-1.52328,-1.1732,-1.80753,2.40112,4e+07,NA,0,"Africa",0,9.097806,8.926251,8.399873,0,1055.31,6.961592,7527000,15.83401,1.06e+09,20.7771,681953,28.4977,2404.55,NA,14855,NA,194716,1511.99,NA,NA,NA,63.2587,"matched (3)",182,42,24.92796,4.075128,0.0157509,-4.150856,23.61364,8935670,2.635309,-2.246989,-3.485029,17.50439,217.8577,9.606092,239.4603,NA,NA,7527000,15.83401,16.34372,12500000,16.56787,15700000,16.0055616897744,NA,NA,NA,NA,NA,1,NA,7527000,15.8340071140167,13220000,16.3972413923878,5568601.96167883,15.5326545860865,8935670,1,15.356689456001,NA
"192","Suriname",9200337.25,12615039,"Developing",NA,0,4.4e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUR",87.2391,90.4224,31.8857,1.36364,5.22982,12.0892,17.319,0,39.7291,67.2144,8.48312,14.5201,35772,23.5282,0.507517,79.5,50.5648,4.3e+08,14.5482,9,35677.4,0.273678,0,0.339835,217.773,32,0.757513,2.28243,11.1812,9,16.1549,3.38667,6.61582,0.036131,27,4.02561,NA,9.75,1.0245,-0.27434,-0.426443,0.174397,-0.607293,-0.140454,0.417845,1.02223,564758,NA,1,"America",0,NA,NA,NA,0,42.1307,3.740777,NA,NA,42100000,17.55629,791.727,9.72732,94.6318,0.361305,1999.33,98.3807,153474,8058.68,156000,0.036131,3.46812,25.8478,"matched (3)",183,18,22.20487,4.207888,0.0095752,-4.648583,19.8793,3466521,6.076984,-1.295803,-0.5626384,13.24415,51.68886,7.600567,168.7696,16.10122,9832651,9832651,16.10122,16.41082,13400000,16.81801,20100000,NA,-1.222895,1.173369,-2.832487,-1.006289,14.1117,0,6,NA,NA,NA,NA,NA,NA,NA,1,16.0347506989561,16.3504002316102
"193","Sweden",NA,NA,"Developed_Countries",NA,1,5.1e+11,NA,NA,NA,838888,838888,771341,20.4636411164991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWE",100,98.744,18.9649,0.232102,0,0.15764,0.15764,0,12.8364,55.7805,14.2664,14.7447,218214,0.694191,7.5184,27.8195,59.8579,7.2e+09,44.7885,11,207221,0.120642,0,0,86.4681,15,0.216424,2.01322,8.23444,1,0.477767,18.9711,0,0.012226,5,0,NA,132361,1.20365,2.17297,1.8124,0.98567,1.81581,1.97619,1.58567,1.17869,9900000,NA,3,"Europe",0,NA,13.55589,NA,0,NA,NA,7.71e+08,20.46364,NA,NA,30748.6,1.27276,10993,6.39372,47654.7,68.7087,280994,54802.4,408713,0.012226,23.4071,47.0174,"matched (3)",184,12,26.95768,4.021424,NA,NA,22.69735,38700000,3.252228,-2.114928,4.082053,16.10805,70.5539,10.77174,290.381,20.43342,7.48e+08,7.71e+08,20.46364,20.48021,7.84e+08,21.22413,1.65e+09,NA,-0.6848108,2.940666,-0.4147877,-0.2630137,13.57805,0,5,771341000,20.4636411164991,838888000,20.5475877632679,838888000,20.5475877632679,NA,1,NA,NA
"194","Switzerland",NA,NA,"Developed_Countries",1300000,1,6.1e+11,71735.8,72998.5,1.5,1277081,1276310,944710,20.6663885600544,90644.3,1200000,135967,1,1,1,1,2,4,105091,0,1,1,1,"CHE",100,99.4587,17.8847,0.158261,0,8.2e-06,0.005348,0.00534,13.6145,56.7561,9.66029,9.66012,3389.27,0.013641,38.7529,64.6547,58.4642,4.1e+09,39.6617,9,1970.64,0.093395,0,0.003888,209.711,9,0.013631,1.93289,16.8406,3,1e-05,15.7903,0,0.613559,4,0,NA,61893.8,1.07584,2.05502,2.04296,1.32994,1.82475,1.94935,1.56434,1.02925,8400000,NA,3,"Europe",0,14.07788,13.75863,13.99783,0,NA,NA,9.45e+08,20.66639,NA,NA,15313.6,0.721135,1418.64,10.2088,39017.3,31.3539,12389.8,76428.5,39516.1,0.613559,202.572,21.7261,"matched (3)",185,12,27.13672,4.038763,NA,NA,22.13425,1.3e+09,2.534435,-2.370918,4.265937,15.94374,60.17428,10.57176,286.8829,20.29602,6.52e+08,9.45e+08,20.66639,20.67149,9.5e+08,21.42944,2.03e+09,20.9856301014139,-0.2491536,1.982444,1.351683,0.3324506,15.41742,1,6,944710000,20.6663885600544,1277081000,20.9678428418991,1276310000,20.9672389390707,1.3e+09,1,NA,NA
"195","Syrian Arab Republic",NA,NA,"Developing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYR",98.8491,94.5347,4.07858,3.4149,16.8319,0,16.8319,0,21.7293,7.89885,0.662846,0.686869,12353.5,23.5889,75.748,33.1439,79.5146,NA,1.02543,17,6087.27,NA,0,0.507772,42.4587,51,0.003766,5.35,NA,14,0,4.35126,22.5926,5.56348,26,67.8126,35.2,1e+06,-0.580865,-1.30819,-1.14572,-1.81843,-1.40899,-1.21702,-1.83489,-0.635024,1.9e+07,NA,1,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139098,20.2676,6266.27,25.4644,53383.4,2.64411,4855.45,NA,183632,5.56348,105.32,1.7164,"using only (2)",186,31,NA,2.066717,NA,NA,NA,NA,NA,NA,-3.072047,16.77769,-50.49365,10.88525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"196","Tajikistan",4250800.77,NA,"Trans_Countries",NA,0,6.7e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TJK",69.2927,97.0939,4.46583,1.4253,0.026909,1.07113,1.11661,0.018572,4.07834,98.9313,22.2786,22.2791,1058.24,2.07009,33.9609,70.5511,87.1924,1.3e+09,49.2979,15,748.273,0.190296,0.120607,5.37809,72.8672,5,0.027031,6.91725,6.82865,7,1.80252,1.3013,0.073576,0.95116,12,86.8164,32.5333,2245.15,2.43293,-1.22911,-0.974056,-0.750301,-1.04849,-1.1703,-1.63371,2.42963,8700000,NA,2,"Asia",0,NA,NA,NA,0,137.295,4.922133,NA,NA,1.37e+08,18.73764,47422.6,21.223,309.964,5.29527,3083.13,2.94164,4107.64,876.509,139510,0.95116,56.8496,55.5805,"matched (3)",187,22,22.62537,4.594426,0.0204918,-3.88773,20.98563,NA,4.305518,-1.659175,-2.334846,15.97883,211.8453,8.033701,181.7655,14.74666,2537427,2537427,14.74666,15.16372,3850533,14.92137,3021822,NA,-0.7340285,-1.16535,0.2743347,0.1932489,20.5682,0,10,NA,NA,NA,NA,NA,NA,NA,1,15.262617939623,NA
"197","Tanzania",33054830.42,20561405,"Least_dev",NA,0,3.7e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TZA",1.76,85.0214,19.37,0.669267,0.197692,1.92509,2.12278,0,19.1813,44.7889,30.928,38.1371,369019,7.2537,43.036,60.43,82.0568,8.7e+09,0.710881,49,361152,0.081005,0.009722,1.49586,8.12791,179,4.11758,6.25328,4.55839,41,2.89721,4.97578,0,2.1869,644,18.5371,31.3,228761,5.29806,-0.572051,-0.638597,-0.515054,-0.466805,-0.428718,-0.256128,2.99645,5.3e+07,NA,0,"Africa",1,NA,NA,NA,90,1525.89,7.330334,NA,NA,1.53e+09,21.14585,381213,25.8626,7866.69,13.755,7941.09,53.7068,475735,775.268,885800,2.1869,53.5099,88.9146,"matched (3)",188,90,24.33418,3.80196,0.0412403,-3.188339,22.88659,NA,1.971191,-2.513244,-1.154125,17.7858,245.8791,8.979806,218.5163,17.77699,52500000,52500000,17.77699,18.54678,1.13e+08,18.9104,1.63e+08,NA,-1.580274,-0.0113047,0.0045956,-0.3219046,88.09111,0,23,NA,NA,NA,NA,NA,NA,NA,1,17.3136782684992,16.8389263327923
